cell_line_name
OAW42_OVARY
SUIT2_PANCREAS
SKHEP1_LIVER
OVCAR8_OVARY
NCIH2172_LUNG
NCIH596_LUNG
NCIH650_LUNG
SW1573_LUNG
YAPC_PANCREAS
HCC366_LUNG
DKMG_CENTRAL_NERVOUS_SYSTEM
UMUC1_URINARY_TRACT
NCIH292_LUNG
RH30_SOFT_TISSUE
TCCSUP_URINARY_TRACT
SNU601_STOMACH
SNU668_STOMACH
GB1_CENTRAL_NERVOUS_SYSTEM
SNU685_ENDOMETRIUM
SNU886_LIVER
SNU719_STOMACH
SNU81_LARGE_INTESTINE
A2058_SKIN
SNU1076_UPPER_AERODIGESTIVE_TRACT
SNU407_LARGE_INTESTINE
SNU1196_BILIARY_TRACT
SNU1079_BILIARY_TRACT
HCC1195_LUNG
YD38_UPPER_AERODIGESTIVE_TRACT
SNU1105_CENTRAL_NERVOUS_SYSTEM
SNU46_UPPER_AERODIGESTIVE_TRACT
SNU308_BILIARY_TRACT
YD8_UPPER_AERODIGESTIVE_TRACT
SNU410_PANCREAS
SNU869_BILIARY_TRACT
SNU840_OVARY
DAOY_CENTRAL_NERVOUS_SYSTEM
HEP3B217_LIVER
JMSU1_URINARY_TRACT
PK45H_PANCREAS
HEC59_ENDOMETRIUM
T3M10_LUNG
PLCPRF5_LIVER
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM
KMRC3_KIDNEY
NCIH2023_LUNG
HT144_SKIN
HS939T_SKIN
ZR751_BREAST
SKNBE2_AUTONOMIC_GANGLIA
NCIH2452_PLEURA
HCC56_LARGE_INTESTINE
NCIH1648_LUNG
PANC0813_PANCREAS
MG63_BONE
PK1_PANCREAS
NCIH23_LUNG
SW1088_CENTRAL_NERVOUS_SYSTEM
ISTMES2_PLEURA
NCIH1373_LUNG
NCIH1623_LUNG
G292CLONEA141B1_BONE
RCM1_LARGE_INTESTINE
A101D_SKIN
RERFLCKJ_LUNG
SW780_URINARY_TRACT
RKO_LARGE_INTESTINE
HS729_SOFT_TISSUE
JHOS2_OVARY
MCF7_BREAST
ONS76_CENTRAL_NERVOUS_SYSTEM
TT_OESOPHAGUS
SW1353_BONE
CAOV3_OVARY
MCAS_OVARY
SBC5_LUNG
CAPAN2_PANCREAS
EFM192A_BREAST
HS766T_PANCREAS
EFO27_OVARY
A2780_OVARY
IGROV1_OVARY
SKMEL24_SKIN
K029AX_SKIN
PANC1005_PANCREAS
LOUNH91_LUNG
TOV21G_OVARY
SKMEL3_SKIN
ASPC1_PANCREAS
NCIH2030_LUNG
MALME3M_SKIN
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM
HEYA8_OVARY
NCIH2122_LUNG
MELJUSO_SKIN
SW620_LARGE_INTESTINE
HCT116_LARGE_INTESTINE
VMRCRCZ_KIDNEY
DU145_PROSTATE
L33_PANCREAS
A549_LUNG
A172_CENTRAL_NERVOUS_SYSTEM
NCIH1975_LUNG
COLO679_SKIN
PANC0403_PANCREAS
OVISE_OVARY
MELHO_SKIN
G361_SKIN
GMS10_CENTRAL_NERVOUS_SYSTEM
HCC44_LUNG
GAMG_CENTRAL_NERVOUS_SYSTEM
NCIH522_LUNG
EN_ENDOMETRIUM
COLO741_SKIN
NCIH661_LUNG
LS411N_LARGE_INTESTINE
HCC78_LUNG
YKG1_CENTRAL_NERVOUS_SYSTEM
ESS1_ENDOMETRIUM
U251MG_CENTRAL_NERVOUS_SYSTEM
TE11_OESOPHAGUS
HEC1A_ENDOMETRIUM
TE1_OESOPHAGUS
JHUEM2_ENDOMETRIUM
RERFLCAD1_LUNG
TE5_OESOPHAGUS
ABC1_LUNG
AGS_STOMACH
QGP1_PANCREAS
DETROIT562_UPPER_AERODIGESTIVE_TRACT
BT474_BREAST
ACHN_KIDNEY
LOVO_LARGE_INTESTINE
SCABER_URINARY_TRACT
SKMEL30_SKIN
PANC0327_PANCREAS
ES2_OVARY
G402_SOFT_TISSUE
SW48_LARGE_INTESTINE
LS180_LARGE_INTESTINE
NCIH747_LARGE_INTESTINE
RT4_URINARY_TRACT
SW948_LARGE_INTESTINE
SW579_THYROID
MDAMB468_BREAST
TOV112D_OVARY
BT549_BREAST
EFO21_OVARY
A375_SKIN
NCIH446_LUNG
HS294T_SKIN
SKMEL5_SKIN
HS944T_SKIN
TCCPAN2_PANCREAS
RMGI_OVARY
PC3_PROSTATE
RT112_URINARY_TRACT
NUGC3_STOMACH
OE19_OESOPHAGUS
WM2664_SKIN
KMRC1_KIDNEY
LOXIMVI_SKIN
NCIH2170_LUNG
SQ1_LUNG
NCIH2444_LUNG
UACC257_SKIN
KYSE30_OESOPHAGUS
PSN1_PANCREAS
PATU8988T_PANCREAS
IGR37_SKIN
SCC25_UPPER_AERODIGESTIVE_TRACT
HCC1806_BREAST
MKN7_STOMACH
SW1710_URINARY_TRACT
NCIH2126_LUNG
HCC827_LUNG
RD_SOFT_TISSUE
TT_THYROID
COLO680N_OESOPHAGUS
CAL54_KIDNEY
VMCUB1_URINARY_TRACT
LXF289_LUNG
HDQP1_BREAST
ONCODG1_OVARY
CAL29_URINARY_TRACT
NCIH2009_LUNG
HS852T_SKIN
HCC1419_BREAST
HCC4006_LUNG
HCC1428_BREAST
NB1_AUTONOMIC_GANGLIA
NCIH841_LUNG
NCIH1944_LUNG
BEN_LUNG
BFTC905_URINARY_TRACT
BFTC909_KIDNEY
NCIH727_LUNG
CADOES1_BONE
CAL62_THYROID
LCLC103H_LUNG
BHT101_THYROID
CAL51_BREAST
SIMA_AUTONOMIC_GANGLIA
BC3C_URINARY_TRACT
BCPAP_THYROID
TT2609C02_THYROID
CL34_LARGE_INTESTINE
CAL120_BREAST
OE21_OESOPHAGUS
UO31_KIDNEY
SF539_CENTRAL_NERVOUS_SYSTEM
SNB75_CENTRAL_NERVOUS_SYSTEM
