pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
3033769,2.156818397,566.2088083,16.2756564,12.65708716,14.16894505,10.48960096,7.263229295,8.019158241,5.231734667,6.046134921,3.995133299,4.564000526,2.843271044,3.383471121,5.907179729,9.901064579,0,27.10774179,12.58659724,25.93115606,13.17616461,0,0,17.14043553,27.93874273,346.0850979,1.5,2.227272727,2.863636364,0.533333333,-1.17,22,327.082,97598.55487,17.18807448,7.397352338,3.421190656,139.6955804,12.41447389,0.505396304,12.41447389,0.25851285,0.020371394,0.25851285,-0.442867536,-0.505396304,2.9217,87.281,347.242,2,5,0,1,1,1,0,1,4,2,7,0,5,0,1,1,122,15.16017895,5.563451492,11.49902367,0,5.907179729,0,9.694446915,0,0,0,30.12561698,31.99752313,12.58659724,17.15506417,2,14.63792753,29.10905951,0,10.21669833,0,25.80722127,26.74406676,21.67508519,0,11.49902367,10.05365156,0,11.49902367,23.20187978,48.69952444,0,0,30.12336912,6.066367068,10.04526663,0,0,61.8,0,11.90173876,0,0,0,0,0,0,0,42.15381679,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859851056,347.2419925,7.586,24,4,3,3,0,0,1,0.260869565,23,1,0,107.7238,43,0,0,0,0,63,11.31066775,0.971532665,10.64208694,18.34026465,8.203125,220,229,0,15,20,2,3,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,1,3.2505,0,36,0
3035714,1.855862245,987.7046088,18.57070333,13.87827331,14.69476989,12.47549498,7.657442756,9.140606004,5.352470883,7.034873124,3.55181406,4.933223969,2.227315552,3.293785375,10.02329115,13.52432438,0,10.64499531,22.94214716,0,31.37526582,42.59504598,0,15.02286199,4.736862954,371.093977,1,1.692307692,2.346153846,0.055555556,-3.26,26,354.282,774735.2593,17.55941929,7.320958543,4.037486556,150.8984609,12.60998325,0.507964316,12.60998325,0.261518389,0.109015265,0.261518389,-3.785365882,-0.507964316,3.3402,99.429,371.418,3,7,0,0,0,2,1,3,6,3,8,0,6,0,0,0,134,15.16017895,11.49902367,5.817862778,0,10.02329115,0,4.722094864,13.40177551,0,0,0,60.66367068,11.88422985,17.69266729,3,18.26118733,27.21592648,0,4.983978521,0,4.895483476,17.14868101,66.86051426,0,11.49902367,14.77574642,17.19263533,11.49902367,0,25.61810044,10.02329115,0,0,71.75599773,0,0,0,100.55,0,-3.785365882,0,0,0,0,0,0,25.2199665,44.98206604,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.574726536,371.4179941,6.7378,24,6,3,3,0,0,0,0.214285714,28,1,0,117.5278,45,0,0,0,2,108.93,10.35477486,0.96692275,9.708999096,20.72704082,9.467455621,217,235,0,18,17,3,4,0,1,0,0,1,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,43,2,4.567,0,25,0
3038522,1.175622021,1287.757751,28.60587276,24.47314467,24.47314467,19.99553494,14.75430988,14.75430988,10.91704037,10.91704037,7.568421613,7.568421613,5.440903134,5.440903134,0,4.794537184,0,12.1350809,44.28493125,41.12326385,32.35197768,13.43711762,55.14558654,25.08456511,14.21058886,562.3267538,0.951219512,1.707317073,2.414634146,0.516129032,-3.79,41,520.379,2097215071,28.72840341,13.71565901,7.491753783,242.1333324,12.91104958,0.492841757,12.91104958,0.321463388,0.105940335,0.321463388,-0.112527719,-0.492841757,5.0345,161.5037,562.715,1,10,0,2,2,2,1,3,8,1,10,0,10,0,2,2,220,34.22710666,17.89469469,11.49902367,0,0,6.031114512,0,14.76249423,0,0,6.420821623,76.53128742,49.86375959,25.33734661,5,19.00512605,28.4392885,0,19.7677765,0,45.63472728,69.74667268,42.72552249,0,17.2485355,24.4272872,16.29978624,17.2485355,0,91.43283175,0,0,39.53076089,42.72552249,0,10.90292493,0,92.29,0,0,0,0,0,0,0,0,0,84.66666667,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.344052536,562.7149889,14.9143,51,9,2,2,0,0,1,0.266666667,45,3,0,199.5077,87,0,0,0,0,93.49,14.7442823,1.015983839,13.51231972,32.39506173,16.35044343,448,466,0,31,42,6,4,0,1,3,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,1,5.0483,0,69,0
3051965,2.468328256,192.2664171,8.43072142,5.986944654,5.986944654,5.092224153,3.334788007,3.334788007,2.59852167,2.59852167,1.540784126,1.540784126,1.092269237,1.092269237,12.01114612,9.589074368,0,25.41751416,0,0,4.899909731,0,0,0,10.84019487,158.0691422,1.818181818,2.454545455,2.818181818,0.666666667,-1.1,11,148.077,278.4373694,8.001010101,2.874846022,1.908603216,63.77513277,10.87833333,0.390744365,10.87833333,0.236549426,0.087407407,0.236549426,-0.637175926,-0.390744365,-1.9351,36.3982,158.157,3,5,0,1,1,0,0,0,3,2,5,0,2,0,1,1,62,15.7401046,0,0,11.81435946,0,0,9.589074368,0,0,0,0,0,6.544756406,19.06954442,1,14.69560176,11.81435946,0,4.899909731,5.733667477,12.52478801,13.08951281,0,0,0,5.733667477,0,0,0,41.01427578,9.589074368,0,6.420821623,0,0,0,0,83.63,0,0,0,0,0,0,0,0,0,35.16666667,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490313992,158.156997,1.052,15,5,2,1,0,1,0,0.181818182,11,1,0,44.5068,21,0,0,0,0,83.63,6.407456495,0.974065726,5.578053535,9.090909091,3.6,106,112,0,6,10,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,-1.2969,0,19,0
3062316,1.431592913,1111.432171,23.37166824,18.50713466,20.07956019,15.92305529,10.65860328,11.85306434,7.751415203,9.189264211,5.361898965,6.588407717,3.631779672,4.619262292,0,4.794537184,0,12.51406169,38.90574894,37.56033989,17.53362945,6.066367068,32.0465756,35.38533223,16.70746729,487.1557218,1.212121212,2,2.727272727,0.363636364,-2.79,33,461.809,33876609.84,23.37093503,10.42964985,5.772233374,201.0019604,12.6930818,0.395044548,12.6930818,0.266999546,0.173117974,0.266999546,-0.266613609,-0.395044548,3.31354,132.0467,488.017,3,9,0,1,1,1,2,3,9,3,11,0,7,0,1,1,174,20.64001433,22.33727725,5.13155848,0,5.907179729,0,9.694446915,14.95193556,0,0,35.07045991,25.47729296,38.7901491,23.51374512,4,9.901064579,51.29957581,0,19.85184529,0,13.8474744,54.86415093,51.74994834,0,0,15.53348694,22.45467031,0,22.93772577,70.19621641,0,13.8474744,21.05954037,30.46231185,5.022633314,0,0,106.51,0,7.457830514,0,0,0,0,0,0,0,67.48661393,0,1,1,0,0,3,0,0,0,0,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.465717306,488.0169928,9.2225,34,8,4,4,0,1,1,0.222222222,36,3,0,154.9572,62,0,0,0,0,135.95,14.53801361,0.984556719,13.76604987,26.07407407,12.3008,312,329,0,22,26,7,2,0,2,2,0,1,0,0,0,0,0,0,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,59,1,3.4624,0,44,0
3078519,1.730631082,1785.220051,24.50734273,20.20169567,20.20169567,17.49054896,12.38156386,12.38156386,10.26591577,10.26591577,8.646889907,8.646889907,7.378615046,7.378615046,11.95288676,9.901064579,0,24.28088812,17.54772461,43.61169973,0,7.109797541,31.31314026,50.95698198,9.473725908,482.1954053,1.083333333,1.777777778,2.5,0.321428571,-3.43,36,456.332,403292482.2,20.73169552,6.657456623,2.147351904,205.9108234,13.37249741,0.374791341,13.37249741,0.254216282,0.028909518,0.254216282,-1.08527783,-0.374791341,3.8449,136.9037,482.54,3,8,0,3,3,3,2,5,7,3,8,0,2,0,1,1,182,34.34802981,12.33186756,11.95288676,0,5.907179729,0,4.794537184,0,0,0,36.39820241,26.10414332,46.68080834,27.63025436,8,19.37479049,49.51887946,0,19.7677765,0,43.67115397,14.15746952,59.65783953,0,0,10.63357721,0,0,0,46.45118316,15.1987115,0,41.72180133,48.53093655,0,43.61169973,0,89.68,0,0,0,0,0,0,0,0,4.518803382,72.89786328,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355783324,482.5399897,9.5631,31,7,3,2,0,1,1,0.046511628,43,5,0,163.311,69,0,0,0,0,94.26,11.67048583,0.972994569,10.99439977,23.85073012,8.257142857,364,429,0,28,26,4,4,0,2,2,0,1,0,0,0,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,1,4.5646,0,44,0
3080554,3.043527355,347.7521927,9.844934983,6.597294956,6.597294956,6.109060905,3.499716156,3.499716156,2.386800408,2.386800408,1.435527072,1.435527072,0.936743231,0.936743231,11.93861058,9.589074368,0,17.67820111,0,0,18.32957771,0,0,4.983978521,10.21305479,181.0375077,1.384615385,2.076923077,2.615384615,0.125,-1.91,13,174.091,729.6807529,9.180171326,3.661343312,2.261018334,73.65738915,10.54781557,0.480985179,10.54781557,0.354283153,0.203796296,0.354283153,-1.21125,-0.480985179,0.4069,42.5361,181.147,2,5,0,0,0,0,1,1,3,2,5,0,3,0,0,0,68,10.21305479,0,5.693927995,0,0,11.93861058,4.794537184,9.778515705,0,0,6.066367068,11.62981856,6.196843572,6.420821623,1,19.80212916,11.93861058,0,4.983978521,0,6.420821623,0,29.5869572,0,0,0,0,0,0,27.13564389,11.21535881,0,16.05191667,18.32957771,0,0,0,87.49,0,0,0,0,0,0,0,0,0,43.16666667,1,0,0,0,1,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.704476117,179.1309959,1.8843,8,5,0,2,2,0,0,0.230769231,13,1,0,44.1415,18,0,0,0,0,93.15,6.974273354,0.977726266,6.133155362,11.07692308,5.024221453,93,99,0,8,7,1,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,2,0.4069,0,12,0
3081361,1.584797089,1041.066423,21.08721119,16.9910521,18.57704864,14.52920844,9.893895973,10.68689424,7.549316162,8.464991691,5.417615029,5.910866668,3.590739186,3.92388821,0,4.390415048,0,5.817220841,45.51848096,31.31738027,12.39368714,19.24253168,12.13273414,43.16227126,9.473725908,474.1066663,1.166666667,1.966666667,2.7,0.363636364,-2.45,30,451.17,7246165.158,20.8078987,9.138396883,4.649467769,183.0930329,14.26353211,0.492841754,14.26353211,0.16285857,0.333110975,0.16285857,-0.373905031,-0.492841754,5.0042,119.1887,475.362,1,6,0,1,1,2,1,3,6,1,8,0,6,0,1,1,158,19.69042424,17.96240369,11.49902367,0,0,0,0,14.35837209,0,0,15.9299439,63.16220236,15.9253108,24.9207665,4,13.86414096,38.33811788,0,14.86786677,5.917906046,12.84164325,39.1706529,46.94909577,0,11.49902367,14.79051451,15.8956641,11.49902367,15.9299439,48.72173107,0,11.73512689,12.84164325,41.13187493,0,10.90292493,0,59.51,0,0,0,0,0,0,0,0,14.93590819,48.21237548,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541529003,475.3619909,10.506,29,4,2,2,0,0,1,0.181818182,33,2,0,143.3643,57,0,0,0,0,60.71,16.4970969,1.008821201,15.35284516,23.16804408,10.74480151,290,309,0,22,24,4,2,0,1,1,0,0,0,0,0,0,2,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,0,5.0151,1,40,0
3085017,1.48E-07,73.45811191,7.112884175,5.346690696,6.102619642,4.346065215,2.832880089,3.367402573,1.634022546,1.942629246,0.741138618,1.085344666,0.157128462,0.335302624,0,0,0,0,18.52872624,6.606881965,0,6.076020107,0,6.578935684,22.07147032,149.0607417,1.888888889,2.333333333,2.333333333,0.666666667,-0.05,9,137.525,189.124381,8.95,6.075786164,7.95,60.63106072,5.273919753,0.371834437,5.273919753,0.094437047,0.399691358,0.094437047,0.399691358,-0.371834437,0.7551,39.7114,149.621,2,2,0,1,1,0,0,0,2,1,3,0,2,0,1,1,54,10.47053043,0,0,0,0,0,0,0,0,18.17987557,6.076020107,0,6.544756406,18.5908518,1,4.736862954,11.60093989,0,0,5.733667477,6.103966388,19.03164182,12.65495579,0,0,5.733667477,0,0,11.60093989,25.1356082,4.736862954,0,0,12.65495579,0,0,0,38.55,0,5.273919753,0,0,0,0,0,0,0,17.17052469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357721203,149.620997,4.7886,13,1,1,0,0,0,0,0.25,8,1,0,52.8235,20,0,0,0,0,40.17,6.560166358,1.01619504,5.455617376,9,6.125,96,85,0,6,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1.4554,0,19,0
3101542,1.546292077,1091.215616,20.2169677,15.99420873,16.81070531,14.1690351,9.135813202,10.01546601,6.185097535,7.021650427,4.205513857,5.021667728,2.815759893,3.596220789,0,4.794537184,0,11.61886473,28.88702356,11.25737949,16.3456984,6.9237372,66.90110359,20.61258497,4.736862954,405.1259458,1.137931034,1.896551724,2.689655172,0.142857143,-3.52,29,386.331,7029102.029,18.82531625,8.236194441,3.878061135,171.9051045,12.87000181,0.491642803,12.87000181,0.302697522,0.243298742,0.302697522,-0.321432692,-0.491642803,4.3994,116.8137,405.483,1,7,0,1,1,2,1,3,7,1,8,0,6,0,0,0,146,4.736862954,5.749511833,5.711685003,5.13155848,0,5.907179729,10.22032858,4.983978521,15.21172758,11.33678588,42.46456948,25.98020854,10.94351426,23.69988124,4,9.531400138,39.48628037,0,4.983978521,10.20281505,13.8474744,17.04158589,59.97736639,0,17.00689132,15.17156687,10.81894475,5.749511833,11.33678588,28.92141022,4.794537184,0,13.8474744,70.18018144,0,11.25737949,0,79.18,0,1.364474774,0,0,0,0,0,0,0,63.30219189,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.61668404,405.482994,8.4591,24,7,1,1,0,0,0,0.1875,32,2,0,134.3694,51,0,0,0,0,112.87,16.63987015,1.012819356,15.42925765,22.203125,10.54338843,249,265,0,21,19,5,2,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,48,2,5.4116,0,27,0
3103157,1.757067391,1013.272792,23.04324112,18.90230413,18.90230413,15.15950428,11.35493262,11.35493262,9.943829176,9.943829176,6.722768578,6.722768578,5.226307233,5.226307233,16.81052238,19.70339264,0,22.98958808,35.24834311,37.80114743,12.13273414,12.13273414,6.9237372,19.164263,4.736862954,438.2154721,1.125,1.78125,2.40625,0.52,-2.96,32,408.284,12073999.67,22.24168142,8.524922918,4.33438597,187.6080311,13.38195637,0.458948461,13.38195637,0.33652354,0.002378853,0.33652354,-0.590977183,-0.458948461,5.0747,119.6861,438.524,1,7,2,1,3,1,0,1,6,1,7,0,4,1,0,1,170,10.05365156,6.103966388,5.783244946,0,5.687386275,5.969305288,14.90885545,4.794537184,0,0,32.40103016,50.00628728,41.43864496,10.49641558,4,19.24924837,17.43993651,0,5.316788604,5.414990469,77.73883539,0,62.48352572,0,0,5.316788604,5.687386275,0,0,22.77982767,14.32593732,15.52930874,77.1983205,46.80575596,0,0,0,98.54,0,0,0,0,0,0,0,0,0,77.75,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400071948,438.5239904,10.4071,35,4,1,1,0,0,0,0.142857143,35,1,0,150.721,65,2,0,0,0,98.54,13.21546113,1.018391804,11.97679446,25.10367347,10.31804734,342,375,2,25,30,2,5,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,5,5.9267,0,54,0
3248000,1.236051085,1241.196023,25.82985188,20.78358084,20.78358084,17.94232736,12.82203133,12.82203133,9.944871288,9.944871288,7.572049919,7.572049919,5.567957122,5.567957122,5.538925252,18.36990446,0,23.32486636,44.46018558,30.88510698,36.39820241,6.066367068,41.29811214,9.799819462,0,503.2384337,0.864864865,1.594594595,2.297297297,0.333333333,-3.58,37,472.345,310602647,25.08562352,10.80707827,5.416915969,215.8468506,13.84685646,0.338834067,13.84685646,0.249829884,0.016383025,0.249829884,-0.629851839,-0.338834067,5.2688,139.1075,503.593,0,5,0,2,2,3,0,3,4,0,7,0,8,0,2,2,192,14.69972919,17.17336693,5.783244946,5.907179729,0,0,9.589074368,8.780830095,0,0,30.33183534,79.90160931,37.30592861,6.668691189,5,18.36990446,17.37781095,0,9.799819462,0,37.76696815,31.20287014,101.6241166,0,0,4.899909731,14.46821637,0,0,53.3321298,11.33929359,11.63444168,41.60472666,78.86277189,0,0,0,43.86,0,0,0,0,0,0,0,0,26.89963555,61.51703112,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39314835,503.5929884,11.245,35,4,1,1,0,0,1,0.195121951,41,2,0,165.9228,72,0,0,0,0,45.06,12.27363555,1.034558629,10.86364426,28.52587745,13.10939358,371,417,0,30,31,3,2,0,0,3,0,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,68,2,5.2096,2,52,0
3292447,1.458157459,1346.174328,25.65612529,21.1623502,21.1623502,17.33373889,11.62490449,11.62490449,8.715553396,8.715553396,5.687831727,5.687831727,3.753017095,3.753017095,0,4.794537184,0,5.907179729,41.07187182,28.79856237,0,32.23263595,68.38356038,15.45743038,13.99682084,486.2267054,0.972222222,1.722222222,2.361111111,0.25,-4.17,36,456.332,135707753.5,24.93886815,11.0483712,5.899164339,210.4055126,12.88884734,0.492867211,12.88884734,0.255160489,0.203236488,0.255160489,-0.203236488,-0.492867211,5.22174,139.6402,486.572,1,8,0,0,0,3,1,4,7,1,8,0,9,0,0,0,186,24.21351918,6.606881965,11.49902367,11.71512842,5.907179729,0,4.794537184,0,4.983978521,0,29.42213153,68.04127098,36.34914993,7.109797541,4,18.79135803,11.594566,0,15.04055151,0,13.8474744,39.67356848,77.68129759,0,34.01378264,14.79051451,5.687386275,11.49902367,0,55.30451112,0,13.8474744,21.81216409,65.18676562,0,22.51475897,0,89.72,0,0,0,0,0,0,0,0,5.081707837,74.2516255,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346796067,486.5719898,11.428,36,7,2,2,0,0,1,0.256410256,39,1,0,172.4906,69,0,0,0,0,90.92,18.86970185,1.018840134,17.52076809,28.99408284,13.87517147,340,342,0,28,30,4,4,0,1,1,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,1,5.2947,0,45,0
